#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APOA1	LRP1	9606.ENSP00000236850	9606.ENSP00000243077	0	0	0	0	0	0	0.400	0.391	0.618
APOA1	SERPINA7	9606.ENSP00000236850	9606.ENSP00000329374	0	0	0	0	0.439	0.045	0	0.348	0.620
APOA1	VCAM1	9606.ENSP00000236850	9606.ENSP00000294728	0	0	0	0	0.042	0.166	0	0.567	0.623
APOA1	CP	9606.ENSP00000236850	9606.ENSP00000264613	0	0	0	0	0.123	0.067	0	0.584	0.630
APOA1	ENO1	9606.ENSP00000236850	9606.ENSP00000495530	0	0	0	0	0.090	0	0	0.617	0.637
APOA1	ADIPOQ	9606.ENSP00000236850	9606.ENSP00000389814	0	0	0	0	0	0	0	0.646	0.646
APOA1	CFB	9606.ENSP00000236850	9606.ENSP00000416561	0	0	0	0	0.105	0	0	0.623	0.648
APOA1	GPX3	9606.ENSP00000236850	9606.ENSP00000373477	0	0	0	0	0.098	0	0	0.635	0.656
APOA1	GC	9606.ENSP00000236850	9606.ENSP00000421725	0	0	0	0	0.174	0	0	0.601	0.656
APOA1	C4B	9606.ENSP00000236850	9606.ENSP00000415941	0	0	0	0	0.094	0	0	0.649	0.668
APOA1	AZGP1	9606.ENSP00000236850	9606.ENSP00000292401	0	0	0	0	0.141	0	0	0.639	0.676
APOA1	FGB	9606.ENSP00000236850	9606.ENSP00000306099	0	0	0	0	0.398	0.044	0	0.507	0.691
APOA1	HBA2	9606.ENSP00000236850	9606.ENSP00000251595	0	0	0	0	0	0	0.500	0.435	0.705
APOA1	SERPINC1	9606.ENSP00000236850	9606.ENSP00000356671	0	0	0	0	0.388	0.045	0	0.540	0.708
APOA1	C4A	9606.ENSP00000236850	9606.ENSP00000396688	0	0	0	0	0.105	0	0	0.705	0.724
APOA1	FGG	9606.ENSP00000236850	9606.ENSP00000336829	0	0	0	0	0.479	0.044	0	0.506	0.732
APOA1	GPT	9606.ENSP00000236850	9606.ENSP00000378408	0	0	0	0	0.049	0	0	0.778	0.779
APOA1	PCSK9	9606.ENSP00000236850	9606.ENSP00000303208	0	0	0	0	0.113	0	0	0.764	0.781
APOA1	ITIH2	9606.ENSP00000236850	9606.ENSP00000351190	0	0	0	0	0.525	0	0	0.583	0.793
APOA1	PCYOX1	9606.ENSP00000236850	9606.ENSP00000387654	0	0	0	0	0.042	0	0.720	0.311	0.799
APOA1	CRP	9606.ENSP00000236850	9606.ENSP00000255030	0	0	0	0	0.118	0	0	0.791	0.807
APOA1	RBP4	9606.ENSP00000236850	9606.ENSP00000360522	0	0	0	0	0.259	0.096	0	0.745	0.814
APOA1	ITIH3	9606.ENSP00000236850	9606.ENSP00000415769	0	0	0	0	0.346	0	0	0.734	0.818
APOA1	CST3	9606.ENSP00000236850	9606.ENSP00000381448	0	0	0	0	0.105	0	0.400	0.702	0.826
APOA1	HPX	9606.ENSP00000236850	9606.ENSP00000265983	0	0	0	0	0.228	0.239	0	0.728	0.826
APOA1	ORM2	9606.ENSP00000236850	9606.ENSP00000394936	0	0	0	0	0.258	0	0	0.777	0.828
APOA1	LYZ	9606.ENSP00000236850	9606.ENSP00000261267	0	0	0	0	0.072	0	0.400	0.733	0.838
APOA1	HBB	9606.ENSP00000236850	9606.ENSP00000494175	0	0	0	0	0.043	0.236	0.500	0.612	0.839
APOA1	FN1	9606.ENSP00000236850	9606.ENSP00000346839	0	0	0	0	0.080	0.111	0	0.826	0.845
APOA1	APCS	9606.ENSP00000236850	9606.ENSP00000255040	0	0	0	0	0.117	0	0.500	0.690	0.851
APOA1	ORM1	9606.ENSP00000236850	9606.ENSP00000259396	0	0	0	0	0.248	0.239	0	0.790	0.869
APOA1	GSN	9606.ENSP00000236850	9606.ENSP00000362924	0	0	0	0	0	0	0.400	0.799	0.874
APOA1	FABP1	9606.ENSP00000236850	9606.ENSP00000295834	0	0	0	0	0.467	0	0.500	0.588	0.880
APOA1	LPL	9606.ENSP00000236850	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.771	0.890
APOA1	AMBP	9606.ENSP00000236850	9606.ENSP00000265132	0	0	0	0	0.794	0.094	0	0.465	0.891
APOA1	SAA2	9606.ENSP00000236850	9606.ENSP00000436126	0	0	0	0	0.042	0.230	0.540	0.727	0.894
APOA1	SAA1	9606.ENSP00000236850	9606.ENSP00000384906	0	0	0	0	0	0	0.540	0.792	0.900
APOA1	APOC4	9606.ENSP00000236850	9606.ENSP00000468236	0	0	0	0	0.211	0	0.720	0.591	0.901
APOA1	FGA	9606.ENSP00000236850	9606.ENSP00000498441	0	0	0	0	0.452	0.428	0.400	0.544	0.902
APOA1	APOF	9606.ENSP00000236850	9606.ENSP00000381250	0	0	0	0	0.127	0.287	0.540	0.729	0.912
APOA1	B2M	9606.ENSP00000236850	9606.ENSP00000497910	0	0	0	0	0.055	0	0.400	0.860	0.913
APOA1	TF	9606.ENSP00000236850	9606.ENSP00000385834	0	0	0	0	0.289	0.321	0.400	0.755	0.919
APOA1	SERPINA1	9606.ENSP00000236850	9606.ENSP00000416066	0	0	0	0	0.179	0.244	0	0.893	0.927
APOA1	F2	9606.ENSP00000236850	9606.ENSP00000308541	0	0	0	0	0.782	0	0	0.680	0.927
APOA1	SAA4	9606.ENSP00000236850	9606.ENSP00000278222	0	0	0	0	0.149	0	0.540	0.840	0.931
APOA1	AHSG	9606.ENSP00000236850	9606.ENSP00000273784	0	0	0	0	0.798	0	0	0.734	0.944
APOA1	APOA5	9606.ENSP00000236850	9606.ENSP00000445002	0	0	0.110	0.615	0.273	0	0.720	0.761	0.951
APOA1	C3	9606.ENSP00000236850	9606.ENSP00000245907	0	0	0	0	0.106	0	0	0.954	0.957
APOA1	APOD	9606.ENSP00000236850	9606.ENSP00000345179	0	0	0	0	0	0.287	0	0.946	0.960
APOA1	APOM	9606.ENSP00000236850	9606.ENSP00000365081	0	0	0	0	0.507	0	0.720	0.819	0.972
APOA1	PLTP	9606.ENSP00000236850	9606.ENSP00000417138	0	0	0	0	0.052	0.292	0.750	0.858	0.973
APOA1	LPA	9606.ENSP00000236850	9606.ENSP00000321334	0	0	0	0	0.113	0	0.720	0.914	0.976
APOA1	APOA4	9606.ENSP00000236850	9606.ENSP00000350425	0	0	0.103	0.699	0.532	0	0.800	0.890	0.989
APOA1	TTR	9606.ENSP00000236850	9606.ENSP00000237014	0	0	0	0	0.453	0.127	0.400	0.982	0.994
APOA1	APOC2	9606.ENSP00000236850	9606.ENSP00000466775	0	0	0	0	0.181	0.241	0.800	0.983	0.997
APOA1	HPR	9606.ENSP00000236850	9606.ENSP00000441828	0	0	0	0	0.127	0	0.720	0.992	0.997
APOA1	APOL1	9606.ENSP00000236850	9606.ENSP00000317674	0	0	0	0	0	0.287	0.800	0.993	0.998
APOA1	HP	9606.ENSP00000236850	9606.ENSP00000348170	0	0	0	0	0.127	0.593	0	0.996	0.998
APOA1	CLU	9606.ENSP00000236850	9606.ENSP00000315130	0	0	0	0	0.094	0.077	0.720	0.994	0.998
APOA1	A2M	9606.ENSP00000236850	9606.ENSP00000323929	0	0	0	0	0.111	0	0.750	0.994	0.998
APOA1	APOC1	9606.ENSP00000236850	9606.ENSP00000465356	0	0	0	0	0.160	0.248	0.720	0.992	0.998
APOA1	APOA2	9606.ENSP00000236850	9606.ENSP00000356969	0	0	0	0	0.798	0.618	0.800	0.999	0.999
APOA1	APOE	9606.ENSP00000236850	9606.ENSP00000252486	0	0	0	0	0.222	0.114	0.800	0.999	0.999
APOA1	LCAT	9606.ENSP00000236850	9606.ENSP00000264005	0	0	0	0	0.107	0.837	0.900	0.997	0.999
APOA2	CPB2	9606.ENSP00000356969	9606.ENSP00000181383	0	0	0	0	0.396	0	0	0.153	0.467
APOA2	CETP	9606.ENSP00000356969	9606.ENSP00000200676	0	0	0	0	0.049	0	0.720	0.898	0.970
APOA2	APOH	9606.ENSP00000356969	9606.ENSP00000205948	0	0	0	0	0.838	0.099	0.720	0.776	0.989
APOA2	SERPIND1	9606.ENSP00000356969	9606.ENSP00000215727	0	0	0	0	0.445	0	0	0.413	0.661
APOA2	PON1	9606.ENSP00000356969	9606.ENSP00000222381	0	0	0	0	0.319	0	0.720	0.845	0.967
APOA2	VTN	9606.ENSP00000356969	9606.ENSP00000226218	0	0	0	0	0.399	0	0	0.602	0.750
APOA2	AFM	9606.ENSP00000356969	9606.ENSP00000226355	0	0	0	0	0.310	0.095	0	0.430	0.613
APOA2	APOC3	9606.ENSP00000356969	9606.ENSP00000227667	0	0	0	0	0.801	0	0.800	0.996	0.999
APOA2	GPLD1	9606.ENSP00000356969	9606.ENSP00000230036	0	0	0	0	0	0	0	0.581	0.581
APOA2	HRG	9606.ENSP00000356969	9606.ENSP00000232003	0	0	0	0	0.459	0.058	0	0.359	0.644
APOA2	APOB	9606.ENSP00000356969	9606.ENSP00000233242	0	0	0	0	0.796	0.422	0.720	0.985	0.999
APOA2	APOA1	9606.ENSP00000356969	9606.ENSP00000236850	0	0	0	0	0.798	0.618	0.800	0.999	0.999
APOA2	TTR	9606.ENSP00000356969	9606.ENSP00000237014	0	0	0	0	0.514	0.097	0	0.671	0.843
APOA2	LRP1	9606.ENSP00000356969	9606.ENSP00000243077	0	0	0	0	0	0	0.400	0.181	0.487
APOA2	C4BPB	9606.ENSP00000356969	9606.ENSP00000243611	0	0	0	0	0.277	0.065	0	0.221	0.427
APOA2	C3	9606.ENSP00000356969	9606.ENSP00000245907	0	0	0	0	0.138	0.086	0	0.572	0.634
APOA2	APOE	9606.ENSP00000356969	9606.ENSP00000252486	0	0	0	0	0.104	0.431	0.800	0.998	0.999
APOA2	CRP	9606.ENSP00000356969	9606.ENSP00000255030	0	0	0	0	0.161	0	0	0.447	0.516
APOA2	APCS	9606.ENSP00000356969	9606.ENSP00000255040	0	0	0	0	0.406	0	0	0.418	0.640
APOA2	ORM1	9606.ENSP00000356969	9606.ENSP00000259396	0	0	0	0	0.344	0	0	0.667	0.772
APOA2	A1BG	9606.ENSP00000356969	9606.ENSP00000263100	0	0	0	0	0.048	0	0	0.430	0.434
APOA2	C9	9606.ENSP00000356969	9606.ENSP00000263408	0	0	0	0	0.267	0	0	0.269	0.441
APOA2	LCAT	9606.ENSP00000356969	9606.ENSP00000264005	0	0	0	0	0.107	0.287	0.720	0.912	0.982
APOA2	CP	9606.ENSP00000356969	9606.ENSP00000264613	0	0	0	0	0.125	0	0	0.447	0.495
APOA2	AMBP	9606.ENSP00000356969	9606.ENSP00000265132	0	0	0	0	0.823	0	0	0.453	0.899
APOA2	HPX	9606.ENSP00000356969	9606.ENSP00000265983	0	0	0	0	0.462	0	0	0.406	0.667
APOA2	ITIH4	9606.ENSP00000356969	9606.ENSP00000266041	0	0	0	0	0.441	0	0	0.369	0.632
APOA2	FCGR2A	9606.ENSP00000356969	9606.ENSP00000271450	0	0	0	0	0	0	0	0.624	0.624
APOA2	ITIH1	9606.ENSP00000356969	9606.ENSP00000273283	0	0	0	0	0.198	0	0	0.384	0.485
APOA2	AHSG	9606.ENSP00000356969	9606.ENSP00000273784	0	0	0	0	0.852	0	0	0.635	0.943
APOA2	IGFBP1	9606.ENSP00000356969	9606.ENSP00000275525	0	0	0	0	0.413	0	0	0.142	0.475
APOA2	SAA4	9606.ENSP00000356969	9606.ENSP00000278222	0	0	0	0	0.139	0	0.540	0.574	0.816
APOA2	AZGP1	9606.ENSP00000356969	9606.ENSP00000292401	0	0	0	0	0.382	0	0	0.374	0.597
APOA2	FABP1	9606.ENSP00000356969	9606.ENSP00000295834	0	0	0	0	0.328	0	0.500	0.457	0.801
APOA2	PPBP	9606.ENSP00000356969	9606.ENSP00000296028	0	0	0	0	0	0	0	0.462	0.461
APOA2	CAMP	9606.ENSP00000356969	9606.ENSP00000296435	0	0	0	0	0.044	0	0	0.450	0.451
APOA2	LEAP2	9606.ENSP00000356969	9606.ENSP00000296877	0	0	0	0	0.159	0	0	0.351	0.431
APOA2	PCSK9	9606.ENSP00000356969	9606.ENSP00000303208	0	0	0	0	0.177	0	0	0.614	0.669
APOA2	FGB	9606.ENSP00000356969	9606.ENSP00000306099	0	0	0	0	0.556	0.071	0	0.663	0.849
APOA2	CXCL8	9606.ENSP00000356969	9606.ENSP00000306512	0	0	0	0	0.043	0	0	0.421	0.422
APOA2	F2	9606.ENSP00000356969	9606.ENSP00000308541	0	0	0	0	0.705	0.087	0	0.310	0.798
APOA2	PLG	9606.ENSP00000356969	9606.ENSP00000308938	0	0	0	0	0.432	0.051	0	0.467	0.687
APOA2	CLU	9606.ENSP00000356969	9606.ENSP00000315130	0	0	0	0	0.042	0	0.720	0.889	0.967
APOA2	APOL1	9606.ENSP00000356969	9606.ENSP00000317674	0	0	0	0	0	0	0.720	0.747	0.926
APOA2	LPA	9606.ENSP00000356969	9606.ENSP00000321334	0	0	0	0	0.375	0.051	0.720	0.883	0.977
APOA2	SERPINF2	9606.ENSP00000356969	9606.ENSP00000321853	0	0	0	0	0.307	0	0	0.397	0.564
APOA2	A2M	9606.ENSP00000356969	9606.ENSP00000323929	0	0	0	0	0.164	0.071	0	0.730	0.772
APOA2	SERPINA7	9606.ENSP00000356969	9606.ENSP00000329374	0	0	0	0	0.470	0	0	0.231	0.575
APOA2	FGG	9606.ENSP00000356969	9606.ENSP00000336829	0	0	0	0	0.547	0.071	0	0.654	0.841
APOA2	SERPINA6	9606.ENSP00000356969	9606.ENSP00000342850	0	0	0	0	0.326	0	0	0.200	0.438
APOA2	APOD	9606.ENSP00000356969	9606.ENSP00000345179	0	0	0	0	0.067	0.509	0	0.986	0.993
APOA2	HP	9606.ENSP00000356969	9606.ENSP00000348170	0	0	0	0	0.235	0.091	0	0.653	0.738
APOA2	PIGR	9606.ENSP00000356969	9606.ENSP00000348888	0	0	0	0	0	0	0	0.470	0.470
APOA2	APOA4	9606.ENSP00000356969	9606.ENSP00000350425	0	0	0	0	0.262	0	0.800	0.967	0.994
APOA2	ITIH2	9606.ENSP00000356969	9606.ENSP00000351190	0	0	0	0	0.477	0	0	0.408	0.677
APOA2	C8A	9606.ENSP00000356969	9606.ENSP00000354458	0	0	0	0	0.228	0	0	0.296	0.433
APOA2	AGT	9606.ENSP00000356969	9606.ENSP00000355627	0	0	0	0	0.265	0	0	0.225	0.406
APOA2	C4BPA	9606.ENSP00000356969	9606.ENSP00000356037	0	0	0	0	0.147	0.065	0	0.564	0.622
APOA2	SERPINC1	9606.ENSP00000356969	9606.ENSP00000356671	0	0	0	0	0.496	0	0	0.587	0.783
APOA2	C4B	9606.ENSP00000356969	9606.ENSP00000415941	0	0	0	0	0.098	0.086	0	0.341	0.409
APOA2	ACTG1	9606.ENSP00000356969	9606.ENSP00000458162	0	0	0	0	0	0	0	0.440	0.440
APOA2	GSN	9606.ENSP00000356969	9606.ENSP00000362924	0	0	0	0	0	0	0	0.445	0.445
APOA2	SERPINA4	9606.ENSP00000356969	9606.ENSP00000451172	0	0	0	0	0.341	0	0	0.193	0.446
APOA2	ALDOB	9606.ENSP00000356969	9606.ENSP00000497767	0	0	0	0	0.335	0	0	0.203	0.447
APOA2	LDHA	9606.ENSP00000356969	9606.ENSP00000445175	0	0	0	0	0.102	0	0	0.423	0.459
APOA2	C4A	9606.ENSP00000356969	9606.ENSP00000396688	0	0	0	0	0.115	0.086	0	0.396	0.469
APOA2	FGL1	9606.ENSP00000356969	9606.ENSP00000381133	0	0	0	0	0.354	0.071	0	0.208	0.483
APOA2	IL6	9606.ENSP00000356969	9606.ENSP00000385675	0	0	0	0	0	0	0	0.494	0.493
APOA2	TFRC	9606.ENSP00000356969	9606.ENSP00000376197	0	0	0	0	0.160	0	0	0.426	0.497
APOA2	JCHAIN	9606.ENSP00000356969	9606.ENSP00000440066	0	0	0	0	0.068	0	0	0.491	0.505
APOA2	HSPG2	9606.ENSP00000356969	9606.ENSP00000363827	0	0	0	0	0	0	0.500	0.162	0.563
APOA2	RBP4	9606.ENSP00000356969	9606.ENSP00000360522	0	0	0	0	0.260	0	0	0.453	0.578
APOA2	SERPINA3	9606.ENSP00000356969	9606.ENSP00000450540	0	0	0	0	0.155	0	0	0.569	0.620
APOA2	ITIH3	9606.ENSP00000356969	9606.ENSP00000415769	0	0	0	0	0.437	0	0	0.379	0.636
APOA2	CFB	9606.ENSP00000356969	9606.ENSP00000416561	0	0	0	0	0.062	0.051	0	0.641	0.652
APOA2	KNG1	9606.ENSP00000356969	9606.ENSP00000493985	0	0	0	0	0.325	0	0	0.507	0.653
APOA2	GC	9606.ENSP00000356969	9606.ENSP00000421725	0	0	0	0	0.357	0	0	0.649	0.765
APOA2	SAA2	9606.ENSP00000356969	9606.ENSP00000436126	0	0	0	0	0.047	0	0.540	0.546	0.783
APOA2	SAA1	9606.ENSP00000356969	9606.ENSP00000384906	0	0	0	0	0	0	0.540	0.582	0.799
APOA2	TF	9606.ENSP00000356969	9606.ENSP00000385834	0	0	0	0	0.434	0	0	0.671	0.806
APOA2	LPL	9606.ENSP00000356969	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.621	0.818
APOA2	PCYOX1	9606.ENSP00000356969	9606.ENSP00000387654	0	0	0	0	0	0.162	0.720	0.305	0.822
APOA2	SERPINA1	9606.ENSP00000356969	9606.ENSP00000416066	0	0	0	0	0.311	0	0	0.753	0.822
APOA2	ORM2	9606.ENSP00000356969	9606.ENSP00000394936	0	0	0	0	0.346	0	0	0.756	0.834
APOA2	FGA	9606.ENSP00000356969	9606.ENSP00000498441	0	0	0	0	0.635	0.096	0	0.702	0.893
APOA2	APOF	9606.ENSP00000356969	9606.ENSP00000381250	0	0	0	0	0.268	0.287	0.540	0.711	0.921
APOA2	HPR	9606.ENSP00000356969	9606.ENSP00000441828	0	0	0	0	0.205	0.091	0.720	0.705	0.932
APOA2	APOC4	9606.ENSP00000356969	9606.ENSP00000468236	0	0	0	0	0.327	0	0.720	0.744	0.947
APOA2	PLTP	9606.ENSP00000356969	9606.ENSP00000417138	0	0	0	0	0	0.292	0.720	0.825	0.962
APOA2	APOA5	9606.ENSP00000356969	9606.ENSP00000445002	0	0	0	0	0.372	0	0.720	0.855	0.972
APOA2	APOM	9606.ENSP00000356969	9606.ENSP00000365081	0	0	0	0	0.545	0	0.720	0.856	0.980
APOA2	APOC1	9606.ENSP00000356969	9606.ENSP00000465356	0	0	0	0	0.334	0	0.720	0.960	0.991
APOA2	APOC2	9606.ENSP00000356969	9606.ENSP00000466775	0	0	0	0	0.236	0.613	0.800	0.930	0.995
APOA4	CETP	9606.ENSP00000350425	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0.787	0.937
APOA4	APOH	9606.ENSP00000350425	9606.ENSP00000205948	0	0	0	0	0.140	0	0.720	0.766	0.938
APOA4	SERPIND1	9606.ENSP00000350425	9606.ENSP00000215727	0	0	0	0	0.060	0	0	0.398	0.410
APOA4	COMP	9606.ENSP00000350425	9606.ENSP00000222271	0	0	0	0	0	0	0	0.423	0.422
APOA4	PON1	9606.ENSP00000350425	9606.ENSP00000222381	0	0	0	0	0.050	0	0.720	0.749	0.927
APOA4	MPO	9606.ENSP00000350425	9606.ENSP00000225275	0	0	0	0	0	0	0	0.437	0.437
APOA4	VTN	9606.ENSP00000350425	9606.ENSP00000226218	0	0	0	0	0.139	0	0	0.400	0.461
APOA4	APOC3	9606.ENSP00000350425	9606.ENSP00000227667	0	0	0	0	0.783	0	0.800	0.982	0.999
APOA4	GPLD1	9606.ENSP00000350425	9606.ENSP00000230036	0	0	0	0	0	0.292	0	0.270	0.461
APOA4	LTF	9606.ENSP00000350425	9606.ENSP00000231751	0	0	0	0	0	0	0.400	0.536	0.709
APOA4	HRG	9606.ENSP00000350425	9606.ENSP00000232003	0	0	0	0	0.100	0	0	0.364	0.403
APOA4	APOB	9606.ENSP00000350425	9606.ENSP00000233242	0	0	0	0	0.355	0	0.720	0.964	0.992
APOA4	APOA1	9606.ENSP00000350425	9606.ENSP00000236850	0	0	0.103	0.699	0.532	0	0.800	0.890	0.989
APOA4	TTR	9606.ENSP00000350425	9606.ENSP00000237014	0	0	0	0	0.127	0	0.400	0.749	0.857
APOA4	LRP1	9606.ENSP00000350425	9606.ENSP00000243077	0	0	0	0	0	0	0.400	0.175	0.483
APOA4	C3	9606.ENSP00000350425	9606.ENSP00000245907	0	0	0	0	0.056	0	0	0.625	0.630
APOA4	APOE	9606.ENSP00000350425	9606.ENSP00000252486	0	0	0	0.635	0.042	0	0.800	0.979	0.995
APOA4	APCS	9606.ENSP00000350425	9606.ENSP00000255040	0	0	0	0	0.067	0	0.500	0.677	0.836
APOA4	ORM1	9606.ENSP00000350425	9606.ENSP00000259396	0	0	0	0	0.072	0	0	0.430	0.448
APOA4	LYZ	9606.ENSP00000350425	9606.ENSP00000261267	0	0	0	0	0	0	0.400	0.246	0.528
APOA4	A1BG	9606.ENSP00000350425	9606.ENSP00000263100	0	0	0	0	0	0	0	0.465	0.465
APOA4	C9	9606.ENSP00000350425	9606.ENSP00000263408	0	0	0	0	0.061	0	0	0.393	0.405
APOA4	LCAT	9606.ENSP00000350425	9606.ENSP00000264005	0	0	0	0	0	0	0.720	0.625	0.890
APOA4	CP	9606.ENSP00000350425	9606.ENSP00000264613	0	0	0	0	0.059	0	0	0.601	0.608
APOA4	AMBP	9606.ENSP00000350425	9606.ENSP00000265132	0	0	0	0	0.147	0	0	0.397	0.464
APOA4	PON3	9606.ENSP00000350425	9606.ENSP00000265627	0	0	0	0	0	0	0	0.539	0.539
APOA4	HPX	9606.ENSP00000350425	9606.ENSP00000265983	0	0	0	0	0.142	0	0	0.417	0.478
APOA4	ITIH4	9606.ENSP00000350425	9606.ENSP00000266041	0	0	0	0	0.108	0	0	0.606	0.633
APOA4	AHSG	9606.ENSP00000350425	9606.ENSP00000273784	0	0	0	0	0.206	0	0	0.627	0.691
APOA4	SAA4	9606.ENSP00000350425	9606.ENSP00000278222	0	0	0	0	0.074	0	0.540	0.477	0.757
APOA4	AZGP1	9606.ENSP00000350425	9606.ENSP00000292401	0	0	0	0	0.062	0	0	0.395	0.408
APOA4	FABP1	9606.ENSP00000350425	9606.ENSP00000295834	0	0	0	0	0.333	0	0	0.375	0.565
APOA4	LRG1	9606.ENSP00000350425	9606.ENSP00000302621	0	0	0	0	0	0	0	0.624	0.624
APOA4	FGB	9606.ENSP00000350425	9606.ENSP00000306099	0	0	0	0	0.113	0	0	0.370	0.417
APOA4	PLG	9606.ENSP00000350425	9606.ENSP00000308938	0	0	0	0	0.135	0	0	0.537	0.582
APOA4	CLU	9606.ENSP00000350425	9606.ENSP00000315130	0	0	0	0	0	0	0.720	0.918	0.976
APOA4	APOL1	9606.ENSP00000350425	9606.ENSP00000317674	0	0	0	0	0	0	0.720	0.755	0.928
APOA4	LPA	9606.ENSP00000350425	9606.ENSP00000321334	0	0	0	0	0.115	0	0.720	0.584	0.887
APOA4	A2M	9606.ENSP00000350425	9606.ENSP00000323929	0	0	0	0	0.075	0	0	0.631	0.644
APOA4	FGG	9606.ENSP00000350425	9606.ENSP00000336829	0	0	0	0	0.141	0	0	0.768	0.792
APOA4	APOD	9606.ENSP00000350425	9606.ENSP00000345179	0	0	0	0	0	0	0	0.864	0.864
APOA4	FN1	9606.ENSP00000350425	9606.ENSP00000346839	0	0	0	0	0	0	0	0.528	0.528
APOA4	HP	9606.ENSP00000350425	9606.ENSP00000348170	0	0	0	0	0.049	0	0	0.590	0.594
APOA4	SERPINC1	9606.ENSP00000350425	9606.ENSP00000356671	0	0	0	0	0.085	0	0	0.404	0.431
APOA4	C4A	9606.ENSP00000350425	9606.ENSP00000396688	0	0	0	0	0.074	0	0	0.420	0.440
APOA4	LDHA	9606.ENSP00000350425	9606.ENSP00000445175	0	0	0	0	0	0	0	0.442	0.442
APOA4	TFRC	9606.ENSP00000350425	9606.ENSP00000376197	0	0	0	0	0	0	0	0.457	0.457
APOA4	TF	9606.ENSP00000350425	9606.ENSP00000385834	0	0	0	0	0.049	0	0	0.480	0.484
APOA4	TGFBI	9606.ENSP00000350425	9606.ENSP00000416330	0	0	0	0	0	0	0.400	0.216	0.509
APOA4	B2M	9606.ENSP00000350425	9606.ENSP00000497910	0	0	0	0	0	0	0.400	0.246	0.528
APOA4	HSPG2	9606.ENSP00000350425	9606.ENSP00000363827	0	0	0	0	0	0	0.500	0.107	0.534
APOA4	CST3	9606.ENSP00000350425	9606.ENSP00000381448	0	0	0	0	0	0	0.400	0.287	0.553
APOA4	GC	9606.ENSP00000350425	9606.ENSP00000421725	0	0	0	0	0.062	0	0	0.567	0.576
APOA4	SERPINA3	9606.ENSP00000350425	9606.ENSP00000450540	0	0	0	0	0.067	0	0	0.572	0.583
APOA4	ITIH2	9606.ENSP00000350425	9606.ENSP00000351190	0	0	0	0	0.132	0	0	0.568	0.609
APOA4	CFB	9606.ENSP00000350425	9606.ENSP00000416561	0	0	0	0	0.082	0	0	0.614	0.630
APOA4	RBP4	9606.ENSP00000350425	9606.ENSP00000360522	0	0	0	0	0.067	0	0	0.639	0.648
APOA4	GSN	9606.ENSP00000350425	9606.ENSP00000362924	0	0	0	0	0	0	0.400	0.445	0.652
APOA4	FGA	9606.ENSP00000350425	9606.ENSP00000498441	0	0	0	0	0.185	0	0.400	0.431	0.697
APOA4	SAA2	9606.ENSP00000350425	9606.ENSP00000436126	0	0	0	0	0.044	0	0.540	0.480	0.751
APOA4	SAA1	9606.ENSP00000350425	9606.ENSP00000384906	0	0	0	0	0	0	0.540	0.527	0.773
APOA4	LPL	9606.ENSP00000350425	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.544	0.781
APOA4	PCYOX1	9606.ENSP00000350425	9606.ENSP00000387654	0	0	0	0	0	0	0.720	0.287	0.791
APOA4	SERPINA1	9606.ENSP00000350425	9606.ENSP00000416066	0	0	0	0	0.150	0	0	0.767	0.793
APOA4	HPR	9606.ENSP00000350425	9606.ENSP00000441828	0	0	0	0	0.059	0	0.720	0.413	0.831
APOA4	PLTP	9606.ENSP00000350425	9606.ENSP00000417138	0	0	0	0	0	0	0.720	0.527	0.861
APOA4	APOC4	9606.ENSP00000350425	9606.ENSP00000468236	0	0	0	0	0.111	0	0.720	0.583	0.887
APOA4	APOF	9606.ENSP00000350425	9606.ENSP00000381250	0	0	0	0	0.085	0	0.540	0.802	0.909
APOA4	APOA5	9606.ENSP00000350425	9606.ENSP00000445002	0	0	0.094	0.675	0.111	0	0.720	0.680	0.918
APOA4	APOM	9606.ENSP00000350425	9606.ENSP00000365081	0	0	0	0	0.062	0	0.720	0.824	0.949
APOA4	APOC1	9606.ENSP00000350425	9606.ENSP00000465356	0	0	0	0	0.086	0	0.720	0.891	0.969
APOA4	APOC2	9606.ENSP00000350425	9606.ENSP00000466775	0	0	0	0	0.148	0	0.800	0.934	0.987
APOA4	APOA2	9606.ENSP00000350425	9606.ENSP00000356969	0	0	0	0	0.262	0	0.800	0.967	0.994
APOA5	CETP	9606.ENSP00000445002	9606.ENSP00000200676	0	0	0	0	0.056	0	0.720	0.773	0.935
APOA5	APOH	9606.ENSP00000445002	9606.ENSP00000205948	0	0	0	0	0.541	0	0.720	0.416	0.918
APOA5	SERPIND1	9606.ENSP00000445002	9606.ENSP00000215727	0	0	0	0	0.266	0.041	0	0.260	0.434
APOA5	PON1	9606.ENSP00000445002	9606.ENSP00000222381	0	0	0	0	0.181	0	0.720	0.418	0.854
APOA5	APOC3	9606.ENSP00000445002	9606.ENSP00000227667	0	0	0	0	0.465	0	0.720	0.969	0.995
APOA5	HRG	9606.ENSP00000445002	9606.ENSP00000232003	0	0	0	0	0.838	0.100	0	0.126	0.861
